key,2024,2023,2022,2021,2020
ChangeInAccruedCapitalExpenditures,-824000,6466000,896000,2880000,
ImpairmentOfRealEstate,51764000,67366000,27349000,2711000,
GainOnInsuranceRecovery,0,0,552000,1181000,
DepreciationAndAmortization,165733000,168033000,163652000,163770000,
ShareBasedCompensation,14066000,17512000,16666000,14903000,
Sharebasedcompensationincludedinseveranceexpense,1598000,304000,0,0,
WriteOffOfDeferredDebtIssuanceCostContinuingAndDiscontinued,,0,0,25451000,
ProceedsFromInsuranceRecovery,0,0,3700000,1181000,
EffectOfExchangeRateOnCashCashEquivalentsRestrictedCashAndRestrictedCashEquivalents,-448000,119000,-129000,-218000,
EquityMethodInvestmentOtherThanTemporaryImpairment,28217000,0,647000,,
WriteOffOfDeferredDebtIssuanceCost,337000,0,0,,
LoanToLeaseConversion,6008000,0,0,,
